source,date,datetime,year,month,month_name,day_of_week,day_name,hour,coffee_name,money,payment_method,cash_type,card
index_1,2024-04-01,2024-04-01 10:28:47.601,2024,4,April,0,Monday,10,Americano,28.9,card,card,ANON-0000-0000-0004
index_1,2024-04-01,2024-04-01 10:29:42.318,2024,4,April,0,Monday,10,Americano with Milk,33.8,card,card,ANON-0000-0000-0004
index_1,2024-04-01,2024-04-01 10:30:43.735,2024,4,April,0,Monday,10,Americano with Milk,33.8,card,card,ANON-0000-0000-0004
index_1,2024-04-01,2024-04-01 11:15:43.836,2024,4,April,0,Monday,11,Americano with Milk,33.8,card,card,ANON-0000-0000-0009
index_1,2024-04-01,2024-04-01 17:01:42.924,2024,4,April,0,Monday,17,Cappuccino,40.0,cash,cash,CASH
index_1,2024-04-01,2024-04-01 18:18:42.372,2024,4,April,0,Monday,18,Americano with Milk,33.8,card,card,ANON-0000-0000-0024
index_1,2024-04-01,2024-04-01 18:45:27.436,2024,4,April,0,Monday,18,Hot Chocolate,38.7,card,card,ANON-0000-0000-0090
index_1,2024-04-02,2024-04-02 10:01:14.022,2024,4,April,1,Tuesday,10,Latte,38.7,card,card,ANON-0000-0000-0001
index_1,2024-04-02,2024-04-02 16:18:34.169,2024,4,April,1,Tuesday,16,Americano,28.9,card,card,ANON-0000-0000-0003
index_1,2024-04-02,2024-04-02 16:19:28.460,2024,4,April,1,Tuesday,16,Cortado,28.9,card,card,ANON-0000-0000-0003
index_1,2024-04-02,2024-04-02 19:59:31.942,2024,4,April,1,Tuesday,19,Cappuccino,40.0,cash,cash,CASH
index_1,2024-04-03,2024-04-03 10:19:13.644,2024,4,April,2,Wednesday,10,Cortado,28.9,card,card,ANON-0000-0000-0003
index_1,2024-04-03,2024-04-03 10:20:07.655,2024,4,April,2,Wednesday,10,Americano,28.9,card,card,ANON-0000-0000-0003
index_1,2024-04-03,2024-04-03 13:12:05.367,2024,4,April,2,Wednesday,13,Cappuccino,38.7,card,card,ANON-0000-0000-0012
index_1,2024-04-03,2024-04-03 15:36:11.735,2024,4,April,2,Wednesday,15,Cortado,30.0,cash,cash,CASH
index_1,2024-04-04,2024-04-04 10:44:55.988,2024,4,April,3,Thursday,10,Latte,38.7,card,card,ANON-0000-0000-0091
index_1,2024-04-04,2024-04-04 11:26:38.085,2024,4,April,3,Thursday,11,Latte,38.7,card,card,ANON-0000-0000-0092
index_1,2024-04-04,2024-04-04 11:27:48.411,2024,4,April,3,Thursday,11,Cappuccino,38.7,card,card,ANON-0000-0000-0093
index_1,2024-04-04,2024-04-04 12:23:02.216,2024,4,April,3,Thursday,12,Cortado,28.9,card,card,ANON-0000-0000-0094
index_1,2024-04-04,2024-04-04 19:42:07.740,2024,4,April,3,Thursday,19,Latte,40.0,cash,cash,CASH
index_1,2024-04-05,2024-04-05 10:40:42.728,2024,4,April,4,Friday,10,Americano,28.9,card,card,ANON-0000-0000-0095
index_1,2024-04-05,2024-04-05 10:42:06.204,2024,4,April,4,Friday,10,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-04-05,2024-04-05 11:06:14.643,2024,4,April,4,Friday,11,Cortado,28.9,card,card,ANON-0000-0000-0096
index_1,2024-04-05,2024-04-05 12:14:27.975,2024,4,April,4,Friday,12,Americano with Milk,33.8,card,card,ANON-0000-0000-0097
index_1,2024-04-05,2024-04-05 14:23:40.387,2024,4,April,4,Friday,14,Latte,38.7,card,card,ANON-0000-0000-0098
index_1,2024-04-05,2024-04-05 14:24:50.417,2024,4,April,4,Friday,14,Cortado,28.9,card,card,ANON-0000-0000-0098
index_1,2024-04-05,2024-04-05 15:30:50.383,2024,4,April,4,Friday,15,Latte,40.0,cash,cash,CASH
index_1,2024-04-05,2024-04-05 15:54:15.768,2024,4,April,4,Friday,15,Cappuccino,40.0,cash,cash,CASH
index_1,2024-04-05,2024-04-05 15:55:30.947,2024,4,April,4,Friday,15,Americano,30.0,cash,cash,CASH
index_1,2024-04-05,2024-04-05 16:17:43.975,2024,4,April,4,Friday,16,Cocoa,40.0,cash,cash,CASH
index_1,2024-04-05,2024-04-05 16:18:23.558,2024,4,April,4,Friday,16,Espresso,24.0,card,card,ANON-0000-0000-0003
index_1,2024-04-06,2024-04-06 12:32:31.398,2024,4,April,5,Saturday,12,Americano with Milk,33.8,card,card,ANON-0000-0000-0099
index_1,2024-04-06,2024-04-06 14:13:18.733,2024,4,April,5,Saturday,14,Cappuccino,38.7,card,card,ANON-0000-0000-0040
index_1,2024-04-06,2024-04-06 14:14:27.029,2024,4,April,5,Saturday,14,Americano,28.9,card,card,ANON-0000-0000-0040
index_1,2024-04-06,2024-04-06 14:49:50.183,2024,4,April,5,Saturday,14,Latte,38.7,card,card,ANON-0000-0000-0009
index_1,2024-04-07,2024-04-07 10:12:53.204,2024,4,April,6,Sunday,10,Latte,38.7,card,card,ANON-0000-0000-0091
index_1,2024-04-07,2024-04-07 12:44:31.936,2024,4,April,6,Sunday,12,Cappuccino,38.7,card,card,ANON-0000-0000-0040
index_1,2024-04-07,2024-04-07 12:46:05.118,2024,4,April,6,Sunday,12,Cappuccino,38.7,card,card,ANON-0000-0000-0040
index_1,2024-04-07,2024-04-07 14:16:24.949,2024,4,April,6,Sunday,14,Cortado,28.9,card,card,ANON-0000-0000-0100
index_1,2024-04-07,2024-04-07 14:17:30.628,2024,4,April,6,Sunday,14,Espresso,24.0,card,card,ANON-0000-0000-0100
index_1,2024-04-07,2024-04-07 18:01:16.608,2024,4,April,6,Sunday,18,Hot Chocolate,38.7,card,card,ANON-0000-0000-0101
index_1,2024-04-07,2024-04-07 18:02:03.878,2024,4,April,6,Sunday,18,Americano with Milk,33.8,card,card,ANON-0000-0000-0101
index_1,2024-04-08,2024-04-08 10:58:21.106,2024,4,April,0,Monday,10,Americano with Milk,33.8,card,card,ANON-0000-0000-0102
index_1,2024-04-08,2024-04-08 10:59:27.558,2024,4,April,0,Monday,10,Cappuccino,38.7,card,card,ANON-0000-0000-0103
index_1,2024-04-08,2024-04-08 11:01:20.464,2024,4,April,0,Monday,11,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-04-08,2024-04-08 11:04:47.030,2024,4,April,0,Monday,11,Cappuccino,38.7,card,card,ANON-0000-0000-0104
index_1,2024-04-08,2024-04-08 12:54:25.897,2024,4,April,0,Monday,12,Espresso,25.0,cash,cash,CASH
index_1,2024-04-08,2024-04-08 15:43:36.881,2024,4,April,0,Monday,15,Americano with Milk,35.0,cash,cash,CASH
index_1,2024-04-08,2024-04-08 16:41:37.806,2024,4,April,0,Monday,16,Latte,38.7,card,card,ANON-0000-0000-0017
index_1,2024-04-08,2024-04-08 18:18:09.713,2024,4,April,0,Monday,18,Americano,28.9,card,card,ANON-0000-0000-0105
index_1,2024-04-08,2024-04-08 19:22:27.477,2024,4,April,0,Monday,19,Americano with Milk,33.8,card,card,ANON-0000-0000-0024
index_1,2024-04-08,2024-04-08 19:23:59.268,2024,4,April,0,Monday,19,Cappuccino,38.7,card,card,ANON-0000-0000-0106
index_1,2024-04-09,2024-04-09 10:22:27.359,2024,4,April,1,Tuesday,10,Cappuccino,40.0,cash,cash,CASH
index_1,2024-04-09,2024-04-09 10:24:10.103,2024,4,April,1,Tuesday,10,Americano,30.0,cash,cash,CASH
index_1,2024-04-09,2024-04-09 11:42:28.468,2024,4,April,1,Tuesday,11,Latte,38.7,card,card,ANON-0000-0000-0091
index_1,2024-04-09,2024-04-09 15:11:48.720,2024,4,April,1,Tuesday,15,Hot Chocolate,38.7,card,card,ANON-0000-0000-0107
index_1,2024-04-09,2024-04-09 17:25:23.936,2024,4,April,1,Tuesday,17,Hot Chocolate,38.7,card,card,ANON-0000-0000-0049
index_1,2024-04-10,2024-04-10 10:21:26.175,2024,4,April,2,Wednesday,10,Espresso,25.0,cash,cash,CASH
index_1,2024-04-10,2024-04-10 17:55:07.018,2024,4,April,2,Wednesday,17,Hot Chocolate,40.0,cash,cash,CASH
index_1,2024-04-10,2024-04-10 17:55:31.244,2024,4,April,2,Wednesday,17,Espresso,24.0,card,card,ANON-0000-0000-0108
index_1,2024-04-10,2024-04-10 18:24:59.290,2024,4,April,2,Wednesday,18,Cappuccino,38.7,card,card,ANON-0000-0000-0009
index_1,2024-04-10,2024-04-10 20:04:05.386,2024,4,April,2,Wednesday,20,Latte,38.7,card,card,ANON-0000-0000-0109
index_1,2024-04-11,2024-04-11 10:41:23.155,2024,4,April,3,Thursday,10,Americano,28.9,card,card,ANON-0000-0000-0110
index_1,2024-04-11,2024-04-11 10:42:59.365,2024,4,April,3,Thursday,10,Americano,28.9,card,card,ANON-0000-0000-0110
index_1,2024-04-11,2024-04-11 16:35:23.069,2024,4,April,3,Thursday,16,Latte,38.7,card,card,ANON-0000-0000-0017
index_1,2024-04-11,2024-04-11 19:16:56.588,2024,4,April,3,Thursday,19,Cappuccino,38.7,card,card,ANON-0000-0000-0106
index_1,2024-04-11,2024-04-11 19:18:36.619,2024,4,April,3,Thursday,19,Americano with Milk,33.8,card,card,ANON-0000-0000-0024
index_1,2024-04-12,2024-04-12 19:03:43.403,2024,4,April,4,Friday,19,Hot Chocolate,38.7,card,card,ANON-0000-0000-0019
index_1,2024-04-12,2024-04-12 19:38:23.189,2024,4,April,4,Friday,19,Cortado,28.9,card,card,ANON-0000-0000-0009
index_1,2024-04-13,2024-04-13 12:29:19.823,2024,4,April,5,Saturday,12,Latte,38.7,card,card,ANON-0000-0000-0009
index_1,2024-04-13,2024-04-13 12:43:02.389,2024,4,April,5,Saturday,12,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-04-13,2024-04-13 15:06:52.292,2024,4,April,5,Saturday,15,Hot Chocolate,40.0,cash,cash,CASH
index_1,2024-04-13,2024-04-13 15:07:55.966,2024,4,April,5,Saturday,15,Hot Chocolate,40.0,cash,cash,CASH
index_1,2024-04-13,2024-04-13 16:18:03.938,2024,4,April,5,Saturday,16,Cappuccino,38.7,card,card,ANON-0000-0000-0111
index_1,2024-04-13,2024-04-13 16:19:39.799,2024,4,April,5,Saturday,16,Latte,38.7,card,card,ANON-0000-0000-0111
index_1,2024-04-13,2024-04-13 17:51:26.026,2024,4,April,5,Saturday,17,Cappuccino,38.7,card,card,ANON-0000-0000-0112
index_1,2024-04-13,2024-04-13 17:53:19.237,2024,4,April,5,Saturday,17,Cappuccino,38.7,card,card,ANON-0000-0000-0012
index_1,2024-04-14,2024-04-14 10:55:27.406,2024,4,April,6,Sunday,10,Latte,40.0,cash,cash,CASH
index_1,2024-04-14,2024-04-14 12:24:39.028,2024,4,April,6,Sunday,12,Cappuccino,38.7,card,card,ANON-0000-0000-0113
index_1,2024-04-14,2024-04-14 12:27:08.951,2024,4,April,6,Sunday,12,Cortado,30.0,cash,cash,CASH
index_1,2024-04-14,2024-04-14 12:29:06.877,2024,4,April,6,Sunday,12,Cortado,30.0,cash,cash,CASH
index_1,2024-04-14,2024-04-14 12:31:36.036,2024,4,April,6,Sunday,12,Americano with Milk,35.0,cash,cash,CASH
index_1,2024-04-14,2024-04-14 13:21:49.808,2024,4,April,6,Sunday,13,Cortado,28.9,card,card,ANON-0000-0000-0114
index_1,2024-04-14,2024-04-14 14:23:31.631,2024,4,April,6,Sunday,14,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-04-14,2024-04-14 14:24:26.930,2024,4,April,6,Sunday,14,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-04-14,2024-04-14 14:25:18.122,2024,4,April,6,Sunday,14,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-04-14,2024-04-14 15:46:27.733,2024,4,April,6,Sunday,15,Cappuccino,38.7,card,card,ANON-0000-0000-0017
index_1,2024-04-14,2024-04-14 16:59:54.823,2024,4,April,6,Sunday,16,Cortado,28.9,card,card,ANON-0000-0000-0012
index_1,2024-04-14,2024-04-14 17:00:45.387,2024,4,April,6,Sunday,17,Latte,38.7,card,card,ANON-0000-0000-0019
index_1,2024-04-14,2024-04-14 18:38:19.649,2024,4,April,6,Sunday,18,Cappuccino,38.7,card,card,ANON-0000-0000-0115
index_1,2024-04-15,2024-04-15 11:45:24.619,2024,4,April,0,Monday,11,Americano,28.9,card,card,ANON-0000-0000-0064
index_1,2024-04-15,2024-04-15 17:01:46.359,2024,4,April,0,Monday,17,Americano,28.9,card,card,ANON-0000-0000-0003
index_1,2024-04-15,2024-04-15 17:02:49.748,2024,4,April,0,Monday,17,Americano with Milk,33.8,card,card,ANON-0000-0000-0004
index_1,2024-04-15,2024-04-15 19:33:03.036,2024,4,April,0,Monday,19,Americano with Milk,33.8,card,card,ANON-0000-0000-0009
index_1,2024-04-15,2024-04-15 19:41:58.112,2024,4,April,0,Monday,19,Espresso,25.0,cash,cash,CASH
index_1,2024-04-16,2024-04-16 10:43:49.907,2024,4,April,1,Tuesday,10,Americano with Milk,35.0,cash,cash,CASH
index_1,2024-04-16,2024-04-16 10:46:25.706,2024,4,April,1,Tuesday,10,Americano with Milk,33.8,card,card,ANON-0000-0000-0116
index_1,2024-04-16,2024-04-16 12:40:47.675,2024,4,April,1,Tuesday,12,Cocoa,38.7,card,card,ANON-0000-0000-0117
index_1,2024-04-16,2024-04-16 12:52:07.750,2024,4,April,1,Tuesday,12,Cortado,28.9,card,card,ANON-0000-0000-0064
index_1,2024-04-16,2024-04-16 15:03:16.889,2024,4,April,1,Tuesday,15,Americano,28.9,card,card,ANON-0000-0000-0118
index_1,2024-04-16,2024-04-16 17:42:04.208,2024,4,April,1,Tuesday,17,Americano with Milk,33.8,card,card,ANON-0000-0000-0024
index_1,2024-04-16,2024-04-16 17:43:22.960,2024,4,April,1,Tuesday,17,Cappuccino,38.7,card,card,ANON-0000-0000-0009
index_1,2024-04-16,2024-04-16 18:09:05.273,2024,4,April,1,Tuesday,18,Cocoa,38.7,card,card,ANON-0000-0000-0050
index_1,2024-04-17,2024-04-17 13:32:59.792,2024,4,April,2,Wednesday,13,Americano,28.9,card,card,ANON-0000-0000-0012
index_1,2024-04-17,2024-04-17 13:44:00.181,2024,4,April,2,Wednesday,13,Espresso,24.0,card,card,ANON-0000-0000-0119
index_1,2024-04-17,2024-04-17 16:13:24.310,2024,4,April,2,Wednesday,16,Cappuccino,40.0,cash,cash,CASH
index_1,2024-04-17,2024-04-17 17:01:35.149,2024,4,April,2,Wednesday,17,Cappuccino,38.7,card,card,ANON-0000-0000-0120
index_1,2024-04-17,2024-04-17 17:02:40.687,2024,4,April,2,Wednesday,17,Cappuccino,38.7,card,card,ANON-0000-0000-0120
index_1,2024-04-17,2024-04-17 18:14:03.229,2024,4,April,2,Wednesday,18,Cortado,28.9,card,card,ANON-0000-0000-0121
index_1,2024-04-18,2024-04-18 11:19:01.693,2024,4,April,3,Thursday,11,Americano,28.9,card,card,ANON-0000-0000-0003
index_1,2024-04-18,2024-04-18 11:20:05.696,2024,4,April,3,Thursday,11,Americano,28.9,card,card,ANON-0000-0000-0003
index_1,2024-04-18,2024-04-18 13:49:12.720,2024,4,April,3,Thursday,13,Americano with Milk,33.8,card,card,ANON-0000-0000-0122
index_1,2024-04-18,2024-04-18 13:50:17.285,2024,4,April,3,Thursday,13,Cortado,28.9,card,card,ANON-0000-0000-0122
index_1,2024-04-18,2024-04-18 14:34:19.818,2024,4,April,3,Thursday,14,Cappuccino,38.7,card,card,ANON-0000-0000-0123
index_1,2024-04-18,2024-04-18 14:35:49.354,2024,4,April,3,Thursday,14,Latte,38.7,card,card,ANON-0000-0000-0123
index_1,2024-04-18,2024-04-18 17:44:15.791,2024,4,April,3,Thursday,17,Latte,38.7,card,card,ANON-0000-0000-0069
index_1,2024-04-18,2024-04-18 18:21:05.945,2024,4,April,3,Thursday,18,Cappuccino,38.7,card,card,ANON-0000-0000-0085
index_1,2024-04-18,2024-04-18 19:39:51.193,2024,4,April,3,Thursday,19,Hot Chocolate,38.7,card,card,ANON-0000-0000-0024
index_1,2024-04-18,2024-04-18 19:40:48.954,2024,4,April,3,Thursday,19,Hot Chocolate,38.7,card,card,ANON-0000-0000-0009
index_1,2024-04-19,2024-04-19 10:10:36.254,2024,4,April,4,Friday,10,Latte,38.7,card,card,ANON-0000-0000-0001
index_1,2024-04-19,2024-04-19 13:11:47.848,2024,4,April,4,Friday,13,Americano with Milk,33.8,card,card,ANON-0000-0000-0040
index_1,2024-04-19,2024-04-19 13:13:20.876,2024,4,April,4,Friday,13,Cappuccino,38.7,card,card,ANON-0000-0000-0040
index_1,2024-04-19,2024-04-19 13:58:54.064,2024,4,April,4,Friday,13,Hot Chocolate,38.7,card,card,ANON-0000-0000-0124
index_1,2024-04-19,2024-04-19 13:59:49.690,2024,4,April,4,Friday,13,Cappuccino,38.7,card,card,ANON-0000-0000-0124
index_1,2024-04-19,2024-04-19 18:23:19.311,2024,4,April,4,Friday,18,Cocoa,38.7,card,card,ANON-0000-0000-0024
index_1,2024-04-19,2024-04-19 18:25:33.440,2024,4,April,4,Friday,18,Americano with Milk,33.8,card,card,ANON-0000-0000-0009
index_1,2024-04-20,2024-04-20 11:24:42.681,2024,4,April,5,Saturday,11,Americano with Milk,35.0,cash,cash,CASH
index_1,2024-04-20,2024-04-20 12:08:35.701,2024,4,April,5,Saturday,12,Americano with Milk,33.8,card,card,ANON-0000-0000-0125
index_1,2024-04-20,2024-04-20 12:09:42.664,2024,4,April,5,Saturday,12,Americano with Milk,33.8,card,card,ANON-0000-0000-0125
index_1,2024-04-20,2024-04-20 13:08:37.378,2024,4,April,5,Saturday,13,Americano,28.9,card,card,ANON-0000-0000-0118
index_1,2024-04-20,2024-04-20 13:09:47.905,2024,4,April,5,Saturday,13,Americano with Milk,33.8,card,card,ANON-0000-0000-0118
index_1,2024-04-20,2024-04-20 13:10:55.151,2024,4,April,5,Saturday,13,Hot Chocolate,38.7,card,card,ANON-0000-0000-0118
index_1,2024-04-20,2024-04-20 14:44:18.118,2024,4,April,5,Saturday,14,Cappuccino,38.7,card,card,ANON-0000-0000-0040
index_1,2024-04-20,2024-04-20 15:11:00.330,2024,4,April,5,Saturday,15,Americano with Milk,33.8,card,card,ANON-0000-0000-0009
index_1,2024-04-20,2024-04-20 15:22:40.717,2024,4,April,5,Saturday,15,Americano with Milk,32.82,card,card,ANON-0000-0000-0012
index_1,2024-04-20,2024-04-20 15:49:25.148,2024,4,April,5,Saturday,15,Americano with Milk,32.82,card,card,ANON-0000-0000-0126
index_1,2024-04-20,2024-04-20 17:07:57.969,2024,4,April,5,Saturday,17,Cocoa,39.0,cash,cash,CASH
index_1,2024-04-20,2024-04-20 18:27:41.496,2024,4,April,5,Saturday,18,Cappuccino,37.72,card,card,ANON-0000-0000-0127
index_1,2024-04-20,2024-04-20 18:28:46.900,2024,4,April,5,Saturday,18,Cappuccino,37.72,card,card,ANON-0000-0000-0127
index_1,2024-04-20,2024-04-20 19:30:55.317,2024,4,April,5,Saturday,19,Latte,37.72,card,card,ANON-0000-0000-0128
index_1,2024-04-21,2024-04-21 11:16:45.707,2024,4,April,6,Sunday,11,Latte,37.72,card,card,ANON-0000-0000-0001
index_1,2024-04-21,2024-04-21 14:15:37.541,2024,4,April,6,Sunday,14,Americano,27.92,card,card,ANON-0000-0000-0099
index_1,2024-04-21,2024-04-21 17:09:03.199,2024,4,April,6,Sunday,17,Cappuccino,39.0,cash,cash,CASH
index_1,2024-04-22,2024-04-22 11:09:16.412,2024,4,April,0,Monday,11,Americano,27.92,card,card,ANON-0000-0000-0012
index_1,2024-04-22,2024-04-22 11:29:27.099,2024,4,April,0,Monday,11,Americano with Milk,32.82,card,card,ANON-0000-0000-0129
index_1,2024-04-22,2024-04-22 18:40:33.024,2024,4,April,0,Monday,18,Latte,39.0,cash,cash,CASH
index_1,2024-04-22,2024-04-22 19:39:04.759,2024,4,April,0,Monday,19,Latte,37.72,card,card,ANON-0000-0000-0009
index_1,2024-04-22,2024-04-22 20:02:29.165,2024,4,April,0,Monday,20,Cappuccino,39.0,cash,cash,CASH
index_1,2024-04-23,2024-04-23 14:22:35.995,2024,4,April,1,Tuesday,14,Cappuccino,37.72,card,card,ANON-0000-0000-0025
index_1,2024-04-23,2024-04-23 14:23:53.144,2024,4,April,1,Tuesday,14,Americano with Milk,32.82,card,card,ANON-0000-0000-0024
index_1,2024-04-23,2024-04-23 14:24:57.515,2024,4,April,1,Tuesday,14,Cappuccino,37.72,card,card,ANON-0000-0000-0009
index_1,2024-04-23,2024-04-23 19:42:27.765,2024,4,April,1,Tuesday,19,Americano with Milk,32.82,card,card,ANON-0000-0000-0130
index_1,2024-04-23,2024-04-23 19:43:26.234,2024,4,April,1,Tuesday,19,Americano with Milk,32.82,card,card,ANON-0000-0000-0130
index_1,2024-04-24,2024-04-24 10:19:38.346,2024,4,April,2,Wednesday,10,Latte,37.72,card,card,ANON-0000-0000-0001
index_1,2024-04-24,2024-04-24 10:21:27.287,2024,4,April,2,Wednesday,10,Americano with Milk,32.82,card,card,ANON-0000-0000-0131
index_1,2024-04-24,2024-04-24 11:23:46.102,2024,4,April,2,Wednesday,11,Americano with Milk,32.82,card,card,ANON-0000-0000-0132
index_1,2024-04-24,2024-04-24 11:33:26.347,2024,4,April,2,Wednesday,11,Americano with Milk,32.82,card,card,ANON-0000-0000-0133
index_1,2024-04-24,2024-04-24 12:39:09.298,2024,4,April,2,Wednesday,12,Americano with Milk,32.82,card,card,ANON-0000-0000-0059
index_1,2024-04-24,2024-04-24 16:39:07.423,2024,4,April,2,Wednesday,16,Americano with Milk,32.82,card,card,ANON-0000-0000-0009
index_1,2024-04-24,2024-04-24 19:39:49.983,2024,4,April,2,Wednesday,19,Americano with Milk,32.82,card,card,ANON-0000-0000-0134
index_1,2024-04-24,2024-04-24 19:40:54.031,2024,4,April,2,Wednesday,19,Cappuccino,37.72,card,card,ANON-0000-0000-0134
index_1,2024-04-25,2024-04-25 10:46:08.057,2024,4,April,3,Thursday,10,Americano,27.92,card,card,ANON-0000-0000-0135
index_1,2024-04-25,2024-04-25 15:18:26.971,2024,4,April,3,Thursday,15,Latte,37.72,card,card,ANON-0000-0000-0009
index_1,2024-04-25,2024-04-25 17:09:43.534,2024,4,April,3,Thursday,17,Americano,27.92,card,card,ANON-0000-0000-0012
index_1,2024-04-25,2024-04-25 17:10:49.153,2024,4,April,3,Thursday,17,Americano,27.92,card,card,ANON-0000-0000-0012
index_1,2024-04-26,2024-04-26 10:12:50.618,2024,4,April,4,Friday,10,Latte,37.72,card,card,ANON-0000-0000-0001
index_1,2024-04-26,2024-04-26 12:01:30.580,2024,4,April,4,Friday,12,Latte,37.72,card,card,ANON-0000-0000-0136
index_1,2024-04-26,2024-04-26 13:31:28.297,2024,4,April,4,Friday,13,Cappuccino,37.72,card,card,ANON-0000-0000-0137
index_1,2024-04-26,2024-04-26 15:32:35.390,2024,4,April,4,Friday,15,Americano,27.92,card,card,ANON-0000-0000-0012
index_1,2024-04-26,2024-04-26 15:33:33.132,2024,4,April,4,Friday,15,Americano,27.92,card,card,ANON-0000-0000-0012
index_1,2024-04-26,2024-04-26 16:23:26.514,2024,4,April,4,Friday,16,Cortado,27.92,card,card,ANON-0000-0000-0138
index_1,2024-04-26,2024-04-26 16:24:33.800,2024,4,April,4,Friday,16,Americano,27.92,card,card,ANON-0000-0000-0139
index_1,2024-04-26,2024-04-26 19:32:07.112,2024,4,April,4,Friday,19,Hot Chocolate,37.72,card,card,ANON-0000-0000-0009
index_1,2024-04-26,2024-04-26 19:33:30.220,2024,4,April,4,Friday,19,Cocoa,37.72,card,card,ANON-0000-0000-0009
index_1,2024-04-27,2024-04-27 15:27:00.680,2024,4,April,5,Saturday,15,Cappuccino,37.72,card,card,ANON-0000-0000-0009
index_1,2024-04-28,2024-04-28 10:32:52.479,2024,4,April,6,Sunday,10,Latte,37.72,card,card,ANON-0000-0000-0001
index_1,2024-04-28,2024-04-28 12:30:09.749,2024,4,April,6,Sunday,12,Cappuccino,37.72,card,card,ANON-0000-0000-0140
index_1,2024-04-28,2024-04-28 18:27:08.230,2024,4,April,6,Sunday,18,Americano,27.92,card,card,ANON-0000-0000-0012
index_1,2024-04-28,2024-04-28 18:28:11.411,2024,4,April,6,Sunday,18,Americano,27.92,card,card,ANON-0000-0000-0012
index_1,2024-04-28,2024-04-28 18:29:02.374,2024,4,April,6,Sunday,18,Latte,37.72,card,card,ANON-0000-0000-0019
index_1,2024-04-29,2024-04-29 11:26:31.871,2024,4,April,0,Monday,11,Cortado,27.92,card,card,ANON-0000-0000-0141
index_1,2024-04-29,2024-04-29 13:27:56.949,2024,4,April,0,Monday,13,Americano,27.92,card,card,ANON-0000-0000-0003
index_1,2024-04-29,2024-04-29 13:28:53.899,2024,4,April,0,Monday,13,Cortado,27.92,card,card,ANON-0000-0000-0003
index_1,2024-04-29,2024-04-29 13:53:35.730,2024,4,April,0,Monday,13,Cortado,27.92,card,card,ANON-0000-0000-0141
index_1,2024-04-29,2024-04-29 13:54:24.357,2024,4,April,0,Monday,13,Americano with Milk,32.82,card,card,ANON-0000-0000-0141
index_1,2024-04-29,2024-04-29 18:37:48.406,2024,4,April,0,Monday,18,Cappuccino,37.72,card,card,ANON-0000-0000-0140
index_1,2024-04-29,2024-04-29 19:12:33.194,2024,4,April,0,Monday,19,Cappuccino,37.72,card,card,ANON-0000-0000-0134
index_1,2024-04-29,2024-04-29 19:13:37.878,2024,4,April,0,Monday,19,Cappuccino,37.72,card,card,ANON-0000-0000-0134
index_1,2024-04-30,2024-04-30 10:16:41.493,2024,4,April,1,Tuesday,10,Latte,37.72,card,card,ANON-0000-0000-0142
index_1,2024-04-30,2024-04-30 10:34:52.250,2024,4,April,1,Tuesday,10,Americano with Milk,32.82,card,card,ANON-0000-0000-0142
index_1,2024-04-30,2024-04-30 10:35:47.617,2024,4,April,1,Tuesday,10,Americano with Milk,32.82,card,card,ANON-0000-0000-0142
